Date,Open,High,Low,Close,Adj Close,Volume
2021-06-22,40.000000,40.750000,40.000000,40.000000,38.033634,50246400
2021-06-23,40.250000,40.500000,40.000000,40.000000,38.033634,31244600
2021-06-24,40.000000,40.250000,39.500000,40.000000,38.033634,43225600
2021-06-25,40.000000,40.500000,39.750000,39.750000,37.795925,41171000
2021-06-28,39.750000,40.000000,39.500000,39.750000,37.795925,30819800
2021-06-29,39.750000,40.000000,39.500000,39.500000,37.558216,38739300
2021-06-30,39.500000,39.750000,39.250000,39.250000,37.320507,41053800
2021-07-01,39.250000,39.500000,39.000000,39.000000,37.082790,57676100
2021-07-02,39.250000,39.500000,38.500000,38.750000,36.845081,102326100
2021-07-05,38.750000,39.250000,38.500000,39.000000,37.082790,37405700
2021-07-06,39.250000,39.500000,39.000000,39.000000,37.082790,20708400
2021-07-07,39.000000,39.250000,38.750000,38.750000,36.845081,32207000
2021-07-08,38.500000,38.750000,37.000000,37.250000,35.418823,127566500
2021-07-09,37.250000,38.000000,37.000000,37.250000,35.418823,57764800
2021-07-12,37.500000,37.750000,37.000000,37.000000,35.181110,52279800
2021-07-13,37.000000,38.000000,37.000000,37.750000,35.894241,44033500
2021-07-14,37.750000,38.000000,37.250000,37.500000,35.656532,43594900
2021-07-15,37.750000,37.750000,37.000000,37.250000,35.418823,80596200
2021-07-16,37.250000,37.500000,37.000000,37.500000,35.656532,25437600
2021-07-19,37.000000,37.250000,36.500000,36.500000,34.705692,67501000
2021-07-20,36.250000,36.500000,35.500000,35.750000,33.992561,139101700
2021-07-21,35.750000,36.250000,35.500000,36.000000,34.230270,71498400
2021-07-22,36.250000,36.500000,36.000000,36.250000,34.467979,25587300
2021-07-23,36.000000,36.250000,35.500000,35.750000,33.992561,41631800
2021-07-27,35.750000,36.000000,35.250000,35.500000,33.754852,38861800
2021-07-29,35.500000,35.750000,35.000000,35.500000,33.754852,58569300
2021-07-30,35.000000,35.250000,34.500000,34.750000,33.041721,80028700
2021-08-02,34.750000,35.000000,34.250000,35.000000,33.279430,67631700
2021-08-03,35.000000,35.500000,34.750000,35.250000,33.517139,42044900
2021-08-04,35.250000,35.500000,35.000000,35.000000,33.279430,51778500
2021-08-05,34.750000,35.000000,34.500000,34.500000,32.804012,63568300
2021-08-06,34.500000,34.750000,34.000000,34.500000,32.804012,69864700
2021-08-09,34.750000,34.750000,34.250000,34.500000,32.804012,51686900
2021-08-10,34.750000,35.250000,34.500000,34.750000,33.041721,79799300
2021-08-11,35.000000,35.000000,34.250000,34.500000,32.804012,81840800
2021-08-13,34.750000,35.250000,34.250000,35.000000,33.279430,74494100
2021-08-16,34.750000,35.250000,34.750000,35.250000,33.517139,45881900
2021-08-17,35.250000,36.000000,35.000000,36.000000,34.230270,112879000
2021-08-18,36.000000,36.500000,35.750000,35.750000,33.992561,83022700
2021-08-19,35.500000,35.750000,35.250000,35.250000,33.517139,47716600
2021-08-20,35.250000,35.750000,34.750000,35.000000,33.279430,56414400
2021-08-23,35.250000,36.500000,35.000000,36.000000,34.230270,87545600
2021-08-24,37.000000,38.000000,36.750000,37.000000,35.181110,142064800
2021-08-25,37.250000,37.750000,36.750000,37.250000,35.418823,88846900
2021-08-26,37.500000,37.500000,37.000000,37.000000,35.181110,45226100
2021-08-27,37.250000,37.750000,37.000000,37.750000,35.894241,66171000
2021-08-30,38.000000,38.750000,38.000000,38.750000,36.845081,97994200
2021-08-31,38.500000,38.750000,38.000000,38.250000,36.369663,98277700
2021-09-01,38.250000,38.500000,37.500000,37.500000,35.656532,83087800
2021-09-02,37.500000,38.250000,37.250000,38.000000,36.131950,53803000
2021-09-03,38.250000,38.500000,37.750000,38.250000,36.369663,49420400
2021-09-06,38.000000,38.250000,37.500000,38.000000,36.131950,28381900
2021-09-07,37.750000,38.250000,37.500000,37.500000,35.656532,75256800
2021-09-08,37.250000,37.750000,37.000000,37.250000,35.418823,41794200
2021-09-09,37.000000,37.750000,37.000000,37.250000,35.418823,52432500
2021-09-10,37.500000,38.250000,37.000000,38.000000,36.131950,41561200
2021-09-13,38.000000,38.500000,37.750000,38.250000,36.369663,62065800
2021-09-14,38.500000,39.000000,38.250000,39.000000,37.082790,75280400
2021-09-15,39.000000,39.500000,38.750000,39.000000,37.082790,59325300
2021-09-16,39.250000,39.750000,39.250000,39.750000,37.795925,81297200
2021-09-17,40.000000,40.250000,39.000000,39.000000,37.082790,141093900
2021-09-20,38.750000,39.250000,38.500000,39.000000,37.082790,75862900
2021-09-21,38.750000,39.500000,38.750000,39.500000,37.558216,57929900
2021-09-22,39.500000,39.750000,39.250000,39.500000,37.558216,44421800
2021-09-23,39.750000,40.250000,39.500000,40.000000,38.033634,63355900
2021-09-27,40.250000,40.750000,40.000000,40.500000,38.509056,114666600
2021-09-28,40.750000,41.000000,40.250000,40.500000,38.509056,104953600
2021-09-29,39.250000,39.500000,39.000000,39.250000,38.460064,90070800
2021-09-30,39.000000,39.250000,38.750000,39.000000,38.215092,63650300
2021-10-01,38.750000,39.000000,38.500000,38.750000,37.970123,38212800
2021-10-04,39.000000,39.500000,39.000000,39.000000,38.215092,53749600
2021-10-05,39.250000,39.750000,39.250000,39.750000,38.950001,42021700
2021-10-06,39.750000,40.250000,39.500000,40.000000,39.194969,67639600
2021-10-07,40.000000,40.000000,39.250000,39.500000,38.705032,77452800
2021-10-08,39.750000,40.000000,39.500000,39.750000,38.950001,25810400
2021-10-11,40.000000,40.250000,39.750000,40.000000,39.194969,58294200
2021-10-12,40.000000,40.250000,39.500000,40.000000,39.194969,40520000
2021-10-14,39.750000,40.000000,39.250000,39.500000,38.705032,51400700
2021-10-15,39.750000,40.000000,39.000000,39.250000,38.460064,51076700
2021-10-18,39.500000,40.000000,39.500000,40.000000,39.194969,39184000
2021-10-19,40.000000,40.250000,39.250000,39.500000,38.705032,54502400
2021-10-20,39.500000,39.750000,39.250000,39.500000,38.705032,43860200
2021-10-21,39.750000,40.000000,39.500000,40.000000,39.194969,45160800
2021-10-25,39.750000,40.000000,39.250000,39.500000,38.705032,23571500
2021-10-26,39.500000,39.750000,38.750000,39.250000,38.460064,54563900
2021-10-27,39.250000,39.250000,38.750000,38.750000,37.970123,35816700
2021-10-28,38.500000,38.750000,38.000000,38.250000,37.480186,57779100
2021-10-29,38.250000,38.500000,38.000000,38.000000,37.235218,49185600
2021-11-01,38.000000,38.500000,37.500000,38.000000,37.235218,54152100
2021-11-02,38.000000,38.250000,37.750000,38.000000,37.235218,38169900
2021-11-03,38.000000,38.250000,37.500000,37.750000,36.990250,26751000
2021-11-04,37.500000,37.750000,37.000000,37.500000,36.745281,57080200
2021-11-05,37.500000,37.750000,37.250000,37.250000,36.500313,34196500
2021-11-08,37.500000,38.250000,37.500000,38.250000,37.480186,52474600
2021-11-09,38.250000,39.000000,38.250000,38.250000,37.480186,68309500
2021-11-10,38.250000,38.750000,38.000000,38.500000,37.725155,40667200
2021-11-11,38.250000,38.500000,38.000000,38.000000,37.235218,27612600
2021-11-12,38.250000,38.250000,37.500000,37.500000,36.745281,34319600
2021-11-15,37.500000,38.250000,37.500000,38.000000,37.235218,27749200
2021-11-16,37.750000,38.500000,37.750000,37.750000,36.990250,57516600
2021-11-17,38.000000,38.500000,38.000000,38.000000,37.235218,45437900
2021-11-18,38.000000,38.250000,37.750000,37.750000,36.990250,37107700
2021-11-19,38.000000,38.250000,37.500000,37.750000,36.990250,40590100
2021-11-22,37.750000,37.750000,37.000000,37.250000,36.500313,93525700
2021-11-23,37.500000,37.750000,37.000000,37.000000,36.255344,55594000
2021-11-24,37.500000,38.000000,37.500000,37.750000,36.990250,40737600
2021-11-25,38.000000,38.250000,37.500000,37.750000,36.990250,30842500
2021-11-26,37.500000,37.750000,36.750000,37.000000,36.255344,68866700
2021-11-29,36.750000,37.000000,36.000000,36.000000,35.275471,76252300
2021-11-30,36.500000,36.750000,35.500000,35.500000,34.785534,121299400
2021-12-01,35.750000,37.000000,35.500000,36.750000,36.010376,64936900
2021-12-02,36.250000,37.250000,36.000000,37.250000,36.500313,61302400
2021-12-03,37.250000,37.500000,36.750000,36.750000,36.010376,36459300
2021-12-07,37.250000,37.750000,37.000000,37.500000,36.745281,61053200
2021-12-08,37.500000,38.000000,37.500000,37.500000,36.745281,34299900
2021-12-09,37.500000,37.750000,37.000000,37.500000,36.745281,52624400
2021-12-13,37.750000,38.000000,37.000000,37.500000,36.745281,84879300
2021-12-14,37.500000,37.750000,37.250000,37.750000,36.990250,36242300
2021-12-15,37.500000,37.750000,37.250000,37.500000,36.745281,38990500
2021-12-16,37.500000,37.750000,37.000000,37.500000,36.745281,35239100
2021-12-17,37.500000,38.000000,37.500000,38.000000,37.235218,67784100
2021-12-20,37.500000,37.750000,37.000000,37.250000,36.500313,39688100
2021-12-21,37.500000,37.500000,37.000000,37.000000,36.255344,21118200
2021-12-22,37.500000,37.500000,37.250000,37.500000,36.745281,9297200
2021-12-23,37.500000,38.000000,37.500000,38.000000,37.235218,41667500
2021-12-24,38.000000,38.250000,37.750000,38.000000,37.235218,19817700
2021-12-27,38.000000,38.000000,37.500000,37.750000,36.990250,29699300
2021-12-28,37.750000,38.000000,37.750000,38.000000,37.235218,18096900
2021-12-29,37.750000,38.250000,37.750000,38.250000,37.480186,42015700
2021-12-30,38.500000,38.500000,38.000000,38.000000,37.235218,45388600
2022-01-04,38.250000,38.500000,38.000000,38.000000,37.235218,59500200
2022-01-05,38.250000,39.000000,38.000000,39.000000,38.215092,76590500
2022-01-06,39.000000,39.000000,38.000000,38.000000,37.235218,71677600
2022-01-07,38.500000,38.750000,38.250000,38.750000,37.970123,59556500
2022-01-10,38.750000,38.750000,38.000000,38.500000,37.725155,34789500
2022-01-11,38.250000,39.000000,38.250000,39.000000,38.215092,35007100
2022-01-12,39.250000,39.500000,39.000000,39.250000,38.460064,36693300
2022-01-13,39.500000,39.500000,38.750000,39.250000,38.460064,41109600
2022-01-14,39.000000,39.000000,38.500000,38.750000,37.970123,34315800
2022-01-17,39.000000,39.250000,38.500000,38.750000,37.970123,32721000
2022-01-18,38.750000,38.750000,38.000000,38.000000,37.235218,45708100
2022-01-19,38.250000,39.250000,38.250000,39.000000,38.215092,94167200
2022-01-20,39.500000,39.500000,39.000000,39.500000,38.705032,45122000
2022-01-21,39.000000,39.250000,38.250000,38.750000,37.970123,69342700
2022-01-24,38.500000,38.750000,38.000000,38.500000,37.725155,63689200
2022-01-25,38.250000,38.500000,38.000000,38.250000,37.480186,39626500
2022-01-26,38.500000,39.000000,38.250000,39.000000,38.215092,51285800
2022-01-27,38.500000,38.750000,38.000000,38.750000,37.970123,53237100
2022-01-28,38.750000,39.000000,38.500000,38.750000,37.970123,33797400
2022-01-31,39.000000,39.500000,38.750000,39.000000,38.215092,69888200
2022-02-01,39.500000,39.500000,38.750000,38.750000,37.970123,29896300
2022-02-02,38.750000,39.000000,38.250000,38.750000,37.970123,35655800
2022-02-03,38.500000,39.000000,38.500000,38.750000,37.970123,50852600
2022-02-04,39.000000,40.000000,39.000000,39.750000,38.950001,107894100
2022-02-07,40.000000,40.250000,39.500000,40.000000,39.194969,88542300
2022-02-08,40.000000,40.500000,40.000000,40.250000,39.439938,103839300
2022-02-09,40.250000,40.750000,39.500000,40.500000,39.684906,132279000
2022-02-10,40.500000,40.750000,40.250000,40.500000,39.684906,68752900
2022-02-11,40.250000,40.500000,40.000000,40.250000,39.439938,52130700
2022-02-14,40.750000,41.250000,40.500000,40.500000,39.684906,75857700
2022-02-15,40.500000,40.750000,40.000000,40.250000,39.439938,57052600
2022-02-17,40.250000,40.500000,40.000000,40.000000,39.194969,35510200
2022-02-18,40.000000,40.000000,39.500000,39.500000,38.705032,63088500
2022-02-21,39.500000,39.500000,38.500000,38.750000,37.970123,81379000
2022-02-22,39.000000,39.250000,38.500000,39.000000,38.215092,79687700
2022-02-23,39.000000,39.000000,38.250000,38.500000,37.725155,91735100
2022-02-24,38.500000,39.000000,38.250000,38.750000,37.970123,76774900
2022-02-25,39.000000,39.250000,38.750000,39.000000,38.215092,39802200
2022-02-28,39.500000,39.750000,39.250000,39.500000,38.705032,75534700
2022-03-01,39.750000,40.000000,39.000000,39.000000,38.215092,59172500
2022-03-02,39.750000,40.250000,39.250000,39.750000,38.950001,100744400
2022-03-03,40.000000,40.250000,39.500000,40.000000,40.000000,142534500
2022-03-04,39.750000,39.750000,38.500000,38.500000,38.500000,103829500
2022-03-07,39.250000,39.500000,38.250000,38.500000,38.500000,117744600
2022-03-08,38.500000,38.750000,37.250000,38.250000,38.250000,112177000
2022-03-09,38.500000,38.750000,38.000000,38.750000,38.750000,81740400
2022-03-10,38.500000,38.750000,38.250000,38.750000,38.750000,64666100
2022-03-11,38.500000,39.750000,38.250000,39.500000,39.500000,89337900
2022-03-14,39.250000,39.500000,39.250000,39.500000,39.500000,24802800
2022-03-15,38.750000,39.000000,38.250000,38.750000,38.750000,60174700
